Chave,Latitude,Longitude
ASSIS CHATEAUBRIAND - PR,-24.4054826,-53.5120468
BRASILIA/ TAGUATINGA - DF,-15.8235031,-48.0657448
ESPIRITO SANTO DO PINHAL - SP,-22.1929522,-46.7470021
ITATIBA - SP,-23.0055542,-46.8397726
ITABERA - SP,-23.8621345,-49.1398926
PARAGUACU PAULISTA - SP,-22.4203497,-50.5792099
BOA ESPERANCA - ES,-18.5395472,-40.2904088
AUTAZES - AM,-3.5833283,-59.1301518
GAUCHA DO NORTE - MT,-13.18136,-53.2543946
BARREIRAS - BA,-12.1440031,-44.9967406
ITAQUAQUECETUBA - SP,-23.4754492,-46.3514033
MATINHOS - PR,-25.8187096,-48.534204
POSSE - GO,-14.0835852,-46.3563185
ALTO PARANA - PR,-23.131247,-52.318893
PIRAQUARA - PR,-25.4423273,-49.0604473
TANGUA - RJ,-22.7353777,-42.7202272
AQUIDAUANA - MS,-20.473969,-55.7821375
BUJARI - AC,-9.8309656,-67.9520886
ULIANOPOLIS - PA,-3.7575266,-47.5009377
SAO VICENTE - SP,-23.9664177,-46.3861401
CAMPOS DOS GOYTACAZES - RJ,-21.7546,-41.3242
PALMAS - PR,-26.483868,-51.988812
DIAMANTINA - MG,-18.2440862,-43.6006487
CESARIO LANGE - SP,-23.226035,-47.954453
CAMPOS DO JORDAO - SP,-22.738299,-45.5903769
BREJETUBA - ES,-20.1465817,-41.2902303
SALGUEIRO - PE,-8.0726731,-39.1269719
TOLEDO - PR,-24.7222438,-53.7402476
AVARE - SP,-23.1045215,-48.9259103
CASIMIRO DE ABREU - RJ,-22.4756154,-42.1522235
UNIAO DOS PALMARES - AL,-9.1576807,-36.0342251
RIO NEGRINHO - SC,-26.259075,-49.517746
PRAIA GRANDE - SP,-24.008979,-46.4144939
TEOFILO OTONI - MG,-17.8579267,-41.5081533
FORQUILHINHA - SC,-28.7487602,-49.4737661
SANTO ANTONIO DO ARACANGUA - SP,-20.864,-50.5676414
POMPEU - MG,-19.218611,-45.002778
LINHARES - ES,-19.3796775,-40.0610087
CAPIVARI DO SUL - RS,-30.1437605,-50.5129169
PLANALTINA DO PARANA - PR,-23.0228724,-52.9160307
ALVINOPOLIS - MG,-20.1105199,-43.0601805
SERRA REDONDA - PB,-7.1867108,-35.679795
SAO ROQUE - SP,-23.5304843,-47.1355473
CURITIBA - MA,-5.7210847,-46.6235423
MISSAO VELHA - CE,-7.248491,-39.1434843
NOVA ESPERANCA - PR,-23.1818437,-52.1999852
MARIANA - MG,-20.3781468,-43.4174862
PONTE NOVA - MG,-20.4164353,-42.90878
BARRA DO RIBEIRO - RS,-30.2925989,-51.3033906
ITAPIRA - SP,-22.436111,-46.821667
BREU BRANCO - PA,-3.7785073,-49.5684795
MARICA - RJ - RJ,-22.9088759,-42.8171914
SENADOR CANEDO - GO,-16.7013233,-49.0914921
MANGARATIBA - RJ,-22.9415964,-44.1181916
JANUARIA - MG,-15.4875,-44.361111
CATUIPE - RS,-28.255356,-54.013215
MARINGA - PR,-23.425269,-51.9382078
ITAIBA - PE,-8.94675,-37.421188
JURUAIA - MG,-21.252778,-46.577223
SAO FRANCISCO DE ITA - RJ,,
COCALZINHO DE GOIAS - GO,-15.7762854,-48.7730427
ITUMBIARA - GO,-18.4135862,-49.2172596
ALFENAS - MG,-21.4297405,-45.9479419
PARA DE MINAS - MG,-19.8668656,-44.5912664
CAMPO ALEGRE DE GOIAS - GO,-17.6337896,-47.779291
CAJAMAR - SP,-23.3561111,-46.8769444
SETE LAGOAS - MG,-19.466111,-44.246944
CAPAO BONITO - SP,-24.0048759,-48.3489848
BOM JESUS - PI,-9.0711644,-44.3583926
MONTIVIDIU - GO,-17.450464,-51.1737162
CONCEICAO DO CASTELO - ES,-20.3601311,-41.2470343
SANTO ANTONIO DE JES - BA,,
ALEXANIA - GO,-16.0834049,-48.5077803
CRATEUS - CE,-5.1782451,-40.6696545
ROSARIO DO SUL - RS,-30.2527151,-54.9179382
INDAIAL - SC,-26.8901747,-49.2416736
CACHOEIRO DE ITAPEMI - ES,,
LAGOA DO CARRO - PE,-7.843834,-35.310783
BREVES - PA,-1.68036,-50.479085
COMENDADOR LEVY GASP - RJ,,
ESCADA - PE,-8.3623847,-35.2366232
LAPA - PR,-25.76709,-49.716777
IBIPORA - PR,-23.2684137,-51.0475907
AMPARO - SP,-22.70111,-46.76444
SANTA INES - MA,-3.6647821,-45.3826869
BOM CONSELHO - PE,-9.169191,-36.685683
ALFREDO WAGNER - SC,-27.6961513,-49.3326734
GRAMADO - RS,-29.3792858,-50.8737019
ABREU E LIMA - PE,-7.900719,-34.898389
NOVA SERRANA - MG,-19.875834,-44.984166
JOAO PINHEIRO - MG,-17.742777,-46.175278
CAIBATE - RS,-28.287909,-54.64027
GOIATUBA - GO,-18.0154577,-49.3640591
ANDIRA - PR,-23.0494761,-50.2310027
MOGI GUACU - SP,-22.372222,-46.9425
BOTUCATU - SP,-22.8879628,-48.4410712
LAURENTINO - SC,-27.2193231,-49.7322856
FREDERICO WESTPHALEN - RS,-27.35711,-53.3964117
SAO BENTO - PB,-6.4859187,-37.4469328
MAIRINQUE - SP,-23.5401247,-47.1846323
OIAPOQUE - AP,3.8432128,-51.8350798
ARAPONGAS - PR,-23.4152862,-51.4293961
PLANALTINA - GO,-15.4571536,-47.6089024
VITORIA DE SANTO ANTAO - PE,-8.1209019,-35.2944858
VARZEA DA ROCA - BA,-11.606293,-40.134634
CRAVINHOS - SP,-21.340278,-47.729444
SAPEZAL - MT,-13.547958,-58.8146235
ARUJA - SP,-23.396266,-46.3175449
LORENA - SP,-22.7367652,-45.1070876
AGUAS LINDAS DE GOIA - GO,,
SERTAOZINHO - SP,-21.1375782,-47.9913741
ARAIOSES - MA,-2.890914,-41.904993
GUAPIMIRIM - RJ,-22.5266308,-42.9790687
UMUARAMA - PR,-23.7621152,-53.3116192
ARAGUARI - MG,-18.6511256,-48.1933764
ANGICOS - RN,-5.6666344,-36.6009064
MACEDONIA - SP,-20.1454034,-50.193911
LAVRAS - MG,-21.2425512,-44.9991978
BALSAS - MA,-7.53214,-46.037163
GUARA - SP,-20.4290496,-47.8250067
OURILANDIA DO NORTE - PA,-6.748975,-51.0788476
PARAGOMINAS - PA,-2.99564,-47.3548942
FORMOSA DO OESTE - PR,-24.2966562,-53.312801
CIANORTE - PR,-23.662036,-52.6103989
POA - SP,-23.5249082,-46.3445663
SAO FRANCISCO DO GUAPORE - RO,-12.7882058,-63.0144263
LAGO DA PEDRA - MA,-4.5627272,-45.1298628
CAMANDUCAIA - MG,-22.755278,-46.144444
PARACAMBI - RJ,-22.6109158,-43.7096912
SAO JOAQUIM DE BICAS - MG,-20.0489052,-44.2731691
CERES - GO,-15.3103568,-49.6032054
RIO AZUL - PR,-25.726644,-50.790534
LUZIMANGUES PORTO NA - TO,-10.1736016,-48.4598502
CAMBE - PR,-23.2782035,-51.2779583
SANTAREM - PA,-2.438489,-54.699611
LAJEADO - RS,-29.4671522,-51.9624046
RINOPOLIS - SP,-21.728308,-50.7226134
SAO SEBASTIAO - SP,-23.8027866,-45.4070527
BARIRI - SP,-22.0746355,-48.7394852
MONTE MOR - SP,-22.945043,-47.312182
PATOS DE MINAS-MG - MG,-18.5974894,-46.5233256
ALTAMIRA - PA,-3.204065,-52.209961
MANDIRITUBA - PR,-25.7772457,-49.3279107
URUCUIA - MG,-16.1266994,-45.7393046
JABOTICABAL - SP,-21.252037,-48.325223
BOM JESUS DO ITABAPOANA - RJ,-21.1351354,-41.6798294
CONTENDA - PR,-25.678811,-49.535044
CATAGUASES - MG,-21.387426,-42.6957219
PEDRO LEOPOLDO - MG,-19.617778,-44.043055
PORTO SEGURO - BA,-16.443473,-39.064251
BURITIS - RO,-10.2054937,-63.8281954
ENCRUZILHADA - BA,-15.5317004,-40.909007
ACAJUTIBA - BA,-11.6609659,-38.0186381
RIACHO DE SANTANA - BA,-13.6100985,-42.9355254
PARANAPANEMA - SP,-23.390161,-48.720868
BARRA DO CORDA - MA,-5.496823,-45.248496
PONTAL DO PARANA - PR,-25.574765,-48.3614806
HORIZONTINA - RS,-27.627931,-54.3090256
CAPITAO POCO - PA,-1.7447162,-47.0638495
SANGAO - SC,-28.6397512,-49.1266106
CAIEIRAS - SP,-23.3644621,-46.7484765
CASCAVEL - PR,-24.9554996,-53.4560544
SALVATERRA - PA,-0.758444,-48.513921
TEOTONIO VILELA - AL,-9.9062736,-36.3571341
ITUETA - MG,-19.3962456,-41.2263075
MEDIANEIRA - PR,-25.2954233,-54.0940666
ORINDIUVA - SP,-20.1819444,-49.3508333
TUPACIGUARA - MG,-18.5937278,-48.6976709
GUARA - DF,-15.8235629,-47.9768165
IGUATU - CE,-6.361934,-39.2972233
ARCOS - MG,-20.282223,-45.539444
POCONE - MT,-16.2578606,-56.633926
PARNAMIRIM - RN,-5.9153334,-35.2679913
SANTANA DO LIVRAMENTO - RS,-30.8894097,-55.5317694
VALENCA - RJ,-22.2461028,-43.6996917
CAMPOS BELOS - GO,-13.0349839,-46.768112
POTIRAGUA - BA,-15.5949961,-39.8758439
NOVA ANDRADINA - MS,-22.2477565,-53.3480621
ITACOATIARA - AM,-3.1477898,-58.4461041
PIRACAIA - SP,-23.052545,-46.359374
CAMETA - PA,-2.242949,-49.497885
PLANALTINA DF - DF,-15.6181947,-47.6555703
SAO RAIMUNDO NONATO - PI,-9.0149761,-42.6888427
GROAIRAS - CE,-3.9157768,-40.3855093
PARIQUERA-ACU - SP,-24.7146891,-47.8802361
GUARAMIRIM - SC,-26.4744805,-48.9981151
SANTIAGO - RS,-29.189675,-54.866624
TUPA - SP,-21.9349129,-50.5141255
LAGUNA - SC,-28.4837443,-48.7816572
CERRO LARGO - RS,-28.147498,-54.7383681
BARCARENA - PA,-1.5107945,-48.6190679
LAGOA SANTA - MG,-19.6357376,-43.8966132
QUARAI - RS,-30.3818093,-56.4526576
ITAMBE - BA,-15.2435245,-40.6269506
SAO SEBASTIAO DO PARAISO - MG,-20.9124331,-46.9823296
BOM JESUS DA LAPA - BA,-13.2498754,-43.4101019
CLARAVAL - MG,-20.4019611,-47.2851534
SAO FRANCISCO - SP,-20.3604438,-50.696603
SAO JOSE DO EGITO - PE,-7.469447,-37.273974
IGARAPE - MG,-20.068789,-44.3017439
TIMON - MA,-5.1004341,-42.8312018
ITAOCARA - RJ,-21.6765,-42.0815
AGUDO - RS,-29.6423259,-53.2494005
PORTO ALEGRE - SC,-26.3635432,-48.7339614
BERTIOGA - SP,-23.848568,-46.139586
BACABAL - MA,-4.2318132,-44.781167
MENDES - RJ,-22.5269113,-43.7332604
GUARDA-MOR - MG,-17.7698233,-47.0986827
JANDIRA - SP,-23.5282246,-46.902003
DOUTOR ULYSSES - PR,-24.5661713,-49.4203013
PRATA - MG,-19.307222,-48.923889
ILHABELA - SP,-23.816628,-45.368685
LEBON REGIS - SC,-26.927987,-50.692109
JUAZEIRO - BA,-9.4336959,-40.5068201
MAFRA - SC,-26.1150943,-49.8035982
JURIPIRANGA - PB,-7.3743307,-35.2396
PINTOPOLIS - MG,-16.0572809,-45.1466972
BRASILIA/ SAO SEBASTIAO - DF,-15.8918245,-47.7801433
VITORIA DE SANTO ANT - PE,,
CABROBO - PE,-8.5083701,-39.3106961
CARNEIRINHO - MG,-19.6975,-50.688055
ITAGIBA - BA,-14.2891521,-39.8452592
SAO JOSE DO VALE DO RIO PRETO - RJ,-22.1509994,-42.9239986
TANQUE NOVO - BA,-13.5474243,-42.4907587
CAMPO BELO - MG,-20.8975,-45.277223
SAQUAREMA-RJ - RJ,-22.8990198,-42.4749867
TEIXEIRA - PB,-7.221036,-37.252477
JUNQUEIRO - AL,-9.9201549,-36.474737
TERRA DE AREIA - RS,-29.5789455,-50.06336
CANSANCAO - BA,-10.6672695,-39.4973404
DUERE - TO,-11.341631,-49.271566
CANELINHA - SC,-27.2660341,-48.7666708
JAGUARIAIVA - PR,-24.2589699,-49.7201518
SENHOR DO BONFIM - BA,-10.4602509,-40.189151
MIRASSOL - SP,-20.8141411,-49.507449
PIATA - BA,-13.1535638,-41.7743761
SAO GABRIEL DA CACHO - AM,,
PORTO FELIZ - SP,-23.2110713,-47.5247163
SAO MIGUEL DO OESTE - SC,-26.7278977,-53.5176689
CAMPO MAIOR - PI,-4.8339574,-42.1739786
LAGOA GRANDE - MG,-17.836111,-46.517223
ARACATUBA - SP,-21.207992,-50.4390225
SANTO AUGUSTO - RS,-27.852577,-53.777605
MARACAJA - SC,-28.8628566,-49.449388
JEREMOABO - BA,-10.0754034,-38.347896
GUAIUBA - CE,-4.0412656,-38.6369079
IBICUITINGA - CE,-4.9751759,-38.6368754
RIO CLARO - SP,-22.4100108,-47.5603933
MOGI MIRIM - SP,-22.433123,-46.958246
AXIXA DO TOCANTINS - TO,-5.612747,-47.77007
DAVINOPOLIS - MA,-5.5265775,-47.3942217
JABOATAO DOS GUARARA - PE,,
MUNIZ FERREIRA - BA,-13.0012551,-39.1102126
GIRAU DO PONCIANO - AL,-9.884041,-36.831592
FORMIGA - MG,-20.4648425,-45.4266753
MANHUACU - MG,-20.2574434,-42.0340769
SANTA LUZIA DO PARUA - MA,-2.5440662,-45.775757
CAMPO REDONDO - RN,-6.2420373,-36.1830606
COLATINA - ES,-19.5346732,-40.6287836
ALTONIA - PR,-23.8722004,-53.894037
CARPINA - PE,-7.8459105,-35.2538861
IBITINGA - SP,-21.75623,-48.831903
PARATY - RJ,-23.2196461,-44.7154196
CHAPADAO DO CEU - GO,-18.3951972,-52.6670783
SAO JOAO DA BOA VISTA - SP,-21.9687099,-46.7969216
PINDORETAMA - CE,-4.0265183,-38.3066829
BARREIRINHA - AM,-2.798863,-57.067897
MATA DE SAO JOAO - BA,-12.530685,-38.300898
VARJAO DE MINAS - MG,-18.3791473,-46.030627
MINEIROS - GO,-17.5653879,-52.5536721
SAO GABRIEL DO OESTE - MS,-19.3944843,-54.5755213
ELDORADO DO SUL - RS,-29.9976311,-51.3063965
IGARASSU - PE,-7.8354423,-34.9061125
OURINHOS - SP,-22.9777918,-49.868204
RIO DO SUL - SC,-27.2162607,-49.643654
CACAPAVA DO SUL - RS,-30.5113286,-53.4916761
SIMOES FILHO - BA,-12.7867839,-38.4030365
COLINA - SP,-20.711443,-48.53867
CABO VERDE - MG,-21.4743338,-46.3964995
ALVARAES - AM,-3.2155787,-64.8148327
REGISTRO - SP,-24.497942,-47.844895
JACIARA - MT,-15.9520115,-54.9762106
CRISTALANDIA DO PIAUI - PI,-10.7585739,-45.1029951
IUNA - ES,-20.3427029,-41.5360386
ARTUR NOGUEIRA - SP,-22.572737,-47.172679
RIO DAS PEDRAS - SP,-22.8441256,-47.6065667
VOTORANTIM - SP,-23.5383101,-47.4422496
PEDERNEIRAS - SP,-22.351086,-48.778113
SAO LOURENCO - MG,-22.116389,-45.054167
CARUTAPERA-MA - MA,-1.2016638,-46.0205618
CRUZEIRO - SP,-22.5783685,-44.9642044
TUBARAO - SC,-28.471488,-49.014132
AQUIRAZ - CE,-3.9063117,-38.387504
ESPLANADA - BA,-11.800614,-37.9453
VARGEM GRANDE PAULISTA - SP,-23.599338,-47.022038
FERNANDOPOLIS - SP,-20.2825647,-50.2500762
MATEUS LEME - MG,-19.986666,-44.428056
GUAMARE - RN,-5.1075611,-36.3195361
FORMOSA - GO,-15.5492443,-47.3301212
UBARANA - SP,-21.1637674,-49.7167796
CARUTAPERA - MA,-1.2016638,-46.0205618
ITAGUAI - RJ,-22.8122697,-43.823563
COIMBRA - MG,-20.8563255,-42.8026943
SANTO ANTONIO DE PADUA - RJ,-21.539,-42.1816
ITAQUAQUECETUBA - SP - SP,-23.4754492,-46.3514033
TAMBORIL - CE,-4.8330075,-40.3210323
PORTO XAVIER - RS,-27.3312147,-55.51659
GOVERNADOR EDISON LOBAO - MA,-5.7456705,-47.363091
HIDROLANDIA - GO,-16.9671342,-49.22826
ESTREITO - MA,-6.5583016,-47.4432212
PAUDALHO - PE,-7.90287,-35.171639
PESQUEIRA - PE,-8.3574471,-36.6968238
ACU - RN,-5.5836157,-36.9139541
CANINDE DE SAO FRANC - SE,,
CASSILANDIA - MS,-19.1128242,-51.7345354
MUCURI-ITABATA - BA,-18.0051475,-39.8610139
PATROCINIO PAULISTA - SP,-20.6383609,-47.2801241
ESMERALDAS - MG,-19.7613111,-44.3145945
PINHEIRAL - RJ,-22.5129436,-44.001435
JURUENA - MT,-10.3282716,-58.4968918
GUARABIRA - PB,-6.8513982,-35.4915582
MORRO AGUDO - SP,-20.7276692,-48.052795
PIANCO - PB,-7.1987413,-37.9255755
DISTRITO DE GUARDINHA/ SAO SEB - MG,,
CHAPADINHA - MA,-3.7416803,-43.3548006
ARACI - BA,-11.3390214,-38.9586849
BOM JESUS DO ARAGUAI - MT,,
CANDIOTA - RS,-31.5240806,-53.7049103
JOAO LISBOA - MA,-5.44363,-47.406388
PONTO BELO - ES,-18.1227076,-40.5392272
ITAPEVA - SP,-23.9849105,-48.8803886
BALNEARIO PINHAL - RS,-30.2482237,-50.2339198
TURVO - SC,-28.9277445,-49.6792206
ARACUAI - MG,-16.8484451,-42.0661868
SAQUAREMA - RJ,-22.9257974,-42.507633
SAO FRANCISCO - MG,-15.948889,-44.864444
BARROLANDIA - TO,-9.837246,-48.7264346
GUAIBA / RS - RS,-30.1130731,-51.329442
MARACACUME - MA,-2.049177,-45.958734
IPORA - GO,-16.4407981,-51.1181188
MALHADOR - SE,-10.6588623,-37.3085558
CAUCAIA - CE,-3.7300563,-38.6593082
PEDRA DOURADA - MG,-20.8317801,-42.1554636
ITAPORANGA - SP,-23.7066252,-49.4895934
NOVO HORIZONTE DO NORTE - MT,-11.3904019,-57.3159067
SAO LUIZ GONZAGA - RS,-28.4074546,-54.9609081
CRUZ ALTA - RS,-28.645056,-53.6058047
BUERAREMA - BA,-14.9584826,-39.3010861
ITAMARAJU - BA,-17.0340092,-39.5315525
PIRAI - RJ,-22.6550812,-43.9193061
SANTO ESTEVAO - BA,-12.4329213,-39.2563503
ITUPEVA - SP,-23.1531055,-47.0580347
XINGUARA - PA,-7.0998514,-49.9416632
GUARIBA - SP,-21.35938,-48.23158
CURVELO - MG,-18.7571926,-44.4305993
NOVA SANTA ROSA - PR,-24.468132,-53.9547649
ORLEANS - SC,-28.3572698,-49.2872434
ITAMONTE - MG,-22.2830726,-44.8695785
PADRE BERNARDO - GO,-15.1676411,-48.2840561
SENADOR GUIOMARD - AC,-10.150919,-67.73595
MOZARLANDIA - GO,-14.7457049,-50.5713211
GRAVATAL - SC,-28.3300703,-49.0362296
DOM PEDRITO - RS,-30.983755,-54.6746483
ALAGOA GRANDE - PB,-7.0415212,-35.6285322
GURUPI - TO,-11.72794,-49.068046
SAO GABRIEL - RS,-30.334214,-54.3227149
ASSARE - CE,-6.8746791,-39.8741385
SAO FRANCISCO DE ITABAPOANA - RJ,-21.4537438,-41.1452982
ABADIA DOS DOURADOS - MG,-18.4911191,-47.4063589
CALDAS NOVAS - GO,-17.745,-48.625
BRASIL NOVO - PA,-3.3055853,-52.539198
JUARA - MT,-11.2535587,-57.5080072
ITAPOLIS - SP,-21.5958368,-48.8122696
TAQUARA - RS,-29.6452036,-50.7832169
ITAUNA - MG,-20.075556,-44.576389
BARCELOS - AM,-0.9729214,-62.925635
ARACARIGUAMA - SP,-23.4388277,-47.0613084
SAO SIMAO - GO,-18.9939882,-50.5463828
LUCAS DO RIO VERDE - MT,-13.0664609,-55.9196711
BOM JESUS DAS SELVAS - MA,-4.4878075,-46.8526639
BARRA DOS COQUEIROS - SE,-10.9075694,-37.0386249
ANANINDEUA - PA,-1.374035,-48.4016623
SERRINHA - BA,-11.66199,-39.0034021
FEIJO - AC,-8.1648652,-70.3539579
BOM JESUS DE GOIAS - GO,-18.2174587,-49.739721
CAPAO DA CANOA - RS,-29.7508278,-50.0210729
CASA NOVA - BA,-9.1736775,-40.9734475
CAMARAGIBE - PE,-8.0213832,-34.9810768
SAO GONCALO DO RIO A - MG,-19.7503422,-43.3713299
TURIUBA - SP,-20.9491284,-50.1082011
PITANGUEIRAS - SP,-21.013203,-48.220951
TUCUMA - PA,-6.7517239,-51.1507941
SAO FELIX DO XINGU - PA,-6.6386974,-51.9787582
CAPINOPOLIS - MG,-18.682778,-49.569723
MARAU - RS,-28.4493053,-52.2002156
GUAJARA-AM - AM,-7.5455927,-72.5832769
TIBAU - RN,-4.8349636,-37.2542651
NOSSA SENHORA DA GLORIA - SE,-10.2188811,-37.4199759
MATOZINHOS - MG,-19.5576547,-44.0816035
BARROCAS - BA,-11.5338665,-39.0802106
ALEM PARAIBA - MG,-21.8760576,-42.6810473
CASTELO - ES,-20.6022098,-41.2032124
CATUJI - MG,-17.3023659,-41.5166395
SALVADOR DAS MISSOES - RS,-28.1232686,-54.8354107
TEIXEIRA DE FREITAS - BA,-17.5384774,-39.7451701
CENTRAL - BA,-11.1338739,-42.1095822
CAPIM GROSSO - BA,-11.379428,-40.0115228
HORIZONTE - CE,-4.0964618,-38.4965574
JUAZEIRO DO NORTE - CE,-7.2153453,-39.3153336
MOSSORO - RN,-5.1904332,-37.3443872
ARACRUZ - ES,-19.8245218,-40.2735025
ROSARIO - MA,-2.9405903,-44.2491088
GUARAPARI - ES,-20.6718755,-40.4984617
VITORIA DAS MISSOES - RS,-28.3525794,-54.4995706
GOVERNADOR VALADARES - MG,-18.8698882,-41.9459383
SAO PEDRO DOS FERROS - MG,-20.1706687,-42.522901
GARUVA - SC,-26.0294904,-48.8545202
TAILANDIA - PA,-2.936096,-48.9523366
SAO FIDELIS - RJ,-21.6467054,-41.7463412
BAYEUX - PB,-7.1301631,-34.936532
RONDONOPOLIS - MT,-16.4603533,-54.6397099
GIRUA - RS,-28.0299396,-54.3506855
SAO SEBASTIAO DO PASSE - BA,-12.5177926,-38.4921566
ITAPITANGA - BA,-14.4213865,-39.5664662
CARAI - MG,-17.1884104,-41.6976554
PRESIDENTE DUTRA - MA,-5.289801,-44.49498
ITABIRITO - MG,-20.2519724,-43.8029171
VILHENA - RO,-12.7368536,-60.1465555
ESTANCIA VELHA - RS,-29.6529666,-51.1719687
GUARANI DAS MISSOES - RS,-28.1445277,-54.5570355
ITAOBIM - MG,-16.5614934,-41.502275
LARANJEIRAS DO SUL - PR,-25.4073197,-52.4150132
BARROS CASSAL - RS,-29.094938,-52.5832366
CURUCA - PA,-0.7220333,-47.8650027
ROLANDIA - PR,-23.3119901,-51.3674145
CANTA - RR,2.60994,-60.605827
TUCURUI - PA,-3.766334,-49.6663654
NOSSA SENHORA DO SOC - SE,,
ITAPEVA - MG,-22.7690638,-46.221934
ITAPARICA - BA,-12.8936023,-38.6798141
MARECHAL CANDIDO RON - PR,,
MATUPA - MT,-10.1683242,-54.9346194
PORTO BELO - SC,-27.1542415,-48.5424395
ALTINHO - PE,-8.4904095,-36.0607494
CRAIBAS - AL,-9.6167979,-36.7684602
ARACAS - BA,-12.2126783,-38.2006231
GUAIBA - RS,-30.1130731,-51.329442
ALTO ALEGRE DOS PARE - RO,,
SANTO ANTONIO DAS MISSOES - RS,-28.5117897,-55.2290047
CARDOSO MOREIRA - RJ,-21.4884962,-41.6176928
VICOSA - MG,-20.7538586,-42.8815888
ELISEU MARTINS - PI,-7.9397502,-43.6592194
SANTO ANTONIO DAS MI - RS,,
JARAGUA - GO,-15.7528866,-49.3344033
CALDAS - MG,-21.923611,-46.386111
VENDA NOVA DO IMIGRA - ES,,
CAMPOS NOVOS - SC,-27.3962904,-51.2224397
SAO FRANCISCO DO CON - BA,,
CAMBORIU - SC,-27.0273601,-48.6535657
ENTRE-IJUIS - RS,-28.361628,-54.2670019
SAO SEBASTIAO DO CAI - RS,-29.5911777,-51.3778772
SURUBIM - PE,-7.8424353,-35.7539722
SANTANA DOS MONTES - MG,-20.7875735,-43.6910376
CARUARU - PE,-8.2829702,-35.9722852
MAUA DA SERRA - PR,-23.9045517,-51.2261166
CEARA-MIRIM - RN,-5.633588,-35.4248407
BOM DESPACHO - MG,-19.7375242,-45.2517288
GOVERNADOR EUGENIO B - MA,-5.3200262,-44.2440583
CONCEICAO DE MACABU - RJ,-22.1618951,-41.8806433
CAREIRO DA VARZEA - AM,-3.197024,-59.8259104
PALMEIRAIS - PI,-5.9761427,-43.0637158
TRACUATEUA - PA,-1.0765338,-46.9030822
PAULINIA - SP,-22.7630391,-47.1532213
MACAIBA - RN,-5.8561372,-35.3523774
LOUVEIRA - SP,-23.08639,-46.95056
IPOJUCA - PE,-8.3980773,-35.0611068
TERRA NOVA - PE,-8.2249522,-39.3844637
MOCOCA - SP,-21.464731,-47.002405
QUERENCIA - MT,-12.5944625,-52.2088505
BOQUIM - SE,-11.1450175,-37.6204228
EUGENOPOLIS - MG,-21.097549,-42.1853298
SANTA CRUZ CABRALIA - BA,-16.2783928,-39.0224899
CONCEICAO DA FEIRA C - BA,-12.5013001,-39.0002166
