Chave,Latitude,Longitude
CURIONOPOLIS - PA,-6.0990443,-49.6059039
ARARUAMA - RJ,-22.7446908,-42.3231292
ANCHIETA - ES,-20.8057672,-40.6454564
FRUTA DE LEITE - MG,-16.1169,-42.5278
CUMARU - PE,-8.0065285,-35.6991651
CURRAIS NOVOS - RN,-6.2626676,-36.5173039
NOBRES - MT,-14.7196233,-56.3351314
JACUNDA - PA,-4.446173,-49.115272
BALDIM - MG,-19.2913568,-43.9558262
MANICORE - AM,-5.804618,-61.289483
MOJU - PA,-1.889926,-48.766765
JAGUARIPE - BA,-13.1147557,-38.8944977
SAO MICOLAU - RS,,
SIMONESIA - MG,-20.1233838,-42.0024294
RIO PIRACICABA - MG,-19.928889,-43.173889
CONCORDIA DO PARA - PA,-1.9924056,-47.9450474
MORRETES - PR,-25.4768503,-48.8322501
CARATINGA - MG,-19.7900887,-42.140533
ARROIO GRANDE - RS,-32.2384246,-53.0866661
QUITANDINHA - PR,-25.8737269,-49.4977717
SERRANA - SP,-21.2066883,-47.6053774
TUNEIRAS DO OESTE - PR,-23.8672329,-52.8749376
RIO BRILHANTE - MS,-21.8046467,-54.5433047
EMBU GUACU - SP,-23.8317997,-46.8156204
GUAPO - GO,-16.8308602,-49.5343721
RUBIATABA - GO,-15.1629793,-49.8005102
NILO PECANHA - BA,-13.6015675,-39.1043356
PERPETUO SOCORRO - MG,-19.2762321,-42.3911265
RIO DE JANEIRO A - RJ,-22.9110137,-43.2093727
BARRA DE SANTO ANTON - AL,,
SANTA CLARA DO SUL - RS,-29.4686024,-52.0868635
PRESIDENTE GETULIO - SC,-27.0426247,-49.6210429
VIDAL RAMOS - SC,-27.3908814,-49.3615664
SAO JOSE DO RIO PARD0 - SP,,
MOMBUCA - SP,-22.9293093,-47.5650724
PASSO DE CAMARAGIBE - AL,-9.2367833,-35.4901015
LAGOA VERMELHA - RS,-28.2087034,-51.527499
LAGES - SC,-27.8165664,-50.325883
CASTRO - PR,-24.794072,-49.9972914
TORRES - RS,-29.3373663,-49.7299648
UAUA - BA,-9.8414206,-39.4819878
GUAXUPE - MG,-21.3087615,-46.7190609
BRASILIA DF - DF,-15.7508868,-47.9250462
SANTANA DO PARAISO - MG,-19.3652914,-42.5494833
SENTO SE - BA,-9.7406436,-41.8830056
MINEIROS DO TIETE - SP,-22.4133188,-48.450554
BELO JARDIM - PE,-8.3338293,-36.4176419
SAO SEBASTIAO DO OESTE - MG,-20.274723,-45.003611
CENTRO - RJ,-22.9080777,-43.1790268
FRUTAL - MG,-20.0220064,-48.9280076
TIJUCAS - SC,-27.239404,-48.6353696
TELEMACO BORBA - PR,-24.3282939,-50.6318021
ANGICAL - BA,-12.005623,-44.7000236
PORTO REAL - RJ,-22.4195607,-44.2896491
MONTE ALEGRE DE MINA - MG,,
IVOTI - RS,-29.5934057,-51.1599403
ITAPEMA - SC,-27.09472,-48.6137778
TAPEJARA - PR,-23.7334411,-52.8701739
CAMPO NOVO DO PARECI - MT,,
JULIO DE CASTILHOS - RS,-29.2286575,-53.6825217
NOVA RAMADA - RS,-28.0820908,-53.7063919
POTIM - SP,-22.8377227,-45.2565239
MARANGUAPE - CE,-3.8922967,-38.6835427
INOCENCIA - MS,-19.7310751,-51.9307502
ROQUE GONZALES - RS,-28.1324578,-55.0263416
CRATO - CE,-7.2369112,-39.4149236
SAO JOAO DA BARRA - RJ,-21.7649506,-41.0961685
GABRIEL MONTEIRO - SP,-21.5299436,-50.5533059
SOCORRO - SP,-22.5902619,-46.5249112
EXTREMA - MG,-22.8548355,-46.3184553
SAUBARA - BA,-12.7372926,-38.7662996
JAQUEIRA - PE,-8.7276422,-35.7948925
ITUPORANGA - SC,-27.4096219,-49.6014812
BAMBUI - MG,-20.0131996,-45.9777034
ALTO RIO NOVO - ES,-19.0577208,-41.0171518
VENTUROSA - PE,-8.5765199,-36.876569
QUISSAMA - RJ,-22.107205,-41.4723411
RIACHAO DAS NEVES - BA,-11.7481049,-44.9109851
SAO SEBASTIAO DO OES - MG,,
BAIANOPOLIS - BA,-12.3067564,-44.5383591
BRUMADINHO - MG,-20.143611,-44.2
CAMPO LIMPO DE GOIAS - GO,-16.297101,-49.0894994
ASSIS - SP,-22.6620892,-50.420623
IPECAETA - BA,-12.3158261,-39.306421
MANACAPURU - AM,-3.3012703,-60.6206857
SAO JOSE DO PINHAIS - PR,-25.4679586,-49.2553103
CHAVES - PA,-0.164154,-49.987006
JEQUITAI - MG,-17.2328217,-44.4383463
VARGEM ALTA - ES,-20.6733324,-41.0107231
ALTOS - PI,-5.0393915,-42.4611694
PARANATINGA - MT,-14.4297856,-54.0503432
LARANJAL DO JARI - AP,-0.8419994,-52.516
GARRUCHOS - RS,-28.1892458,-55.6382958
CATENDE - PE,-8.6695284,-35.7251419
EUSEBIO - CE,-3.8889838,-38.4546585
CRISTALANDIA DO PIAU - PI,,
PRADOPOLIS - SP,-21.3597815,-48.0746603
MIRAI - MG,-21.1957417,-42.6125153
COELHO NETO - MA,-4.2535154,-43.0149321
SANTANA DO MANHUACU - MG,-20.1075,-41.925556
RIO LARGO - AL,-9.477829,-35.839435
GANDU - BA,-13.7448138,-39.4844732
IGUABA GRANDE - RJ,-22.8388498,-42.2286746
ITAPACI - GO,-14.9522349,-49.5511221
GUACUI - ES,-20.7718645,-41.6754813
SAO JOSE DOS PINHAIS - PR,-25.533816,-49.2072163
EUCLIDES DA CUNHA - BA,-10.5068008,-39.0165817
PORTEIRAS - CE,-7.5341572,-39.1153149
BAEPENDI - MG,-21.9575733,-44.8891463
QUIXABEIRA - BA,-11.4123294,-40.1264724
SANTA HELENA DE MINA - MG,,
CAMPOS DOS GOYTACAZE - RJ,,
BRASNORTE - MT,-12.1218837,-58.0042714
SAO FRANCISCO DO PAR - PA,,
SANANDUVA - RS,-27.9499376,-51.8074435
RELVADO - RS,-29.1121081,-52.0713979
SANTO ANTONIO DO TAU - PA,,
SANTA CRUZ DO CAPIBA - PE,,
EPITACIOLANDIA - AC,-11.0289439,-68.7411519
CARIRA - SE,-10.358303,-37.701473
UBA - MG,-19.762897,-47.9659761
LUZ - MG,-19.7903123,-45.6818948
PE DE SERRA - BA,-11.8346273,-39.6108675
AREIA DE BARAUNAS - PB,-7.1233949,-36.9446216
SANTO ANTONIO DA PATRULHA - RS,-29.826768,-50.517489
NORDESTINA - BA,-10.8258183,-39.4297655
COLONIA LEOPOLDINA - AL,-8.9144649,-35.7220255
JOCA MARQUES - PI,-3.5407956,-42.4245237
SALTO DE PIRAPORA - SP,-23.6492502,-47.5729465
DOURADOS - MS,-22.2206145,-54.812208
CONGONHAS - MG,-20.5015168,-43.8564586
BAIAO - PA,-2.7903479,-49.6702845
SAO JERONIMO - RS,-29.959642,-51.7238192
CARANGOLA - MG,-20.733638,-42.0299412
JOIA - RS,-28.6465036,-54.1199165
BALNEARIO BARRA DO SUL - SC,-26.459842,-48.6061471
SAO JOSE DO NORTE - RS,-32.0145182,-52.0406082
OLIVEIRA - MG,-20.6971953,-44.8273969
JANDAIRA - BA,-11.56525,-37.7834202
MANGA - MG,-14.7528035,-43.9417044
LIMOEIRO DE ANADIA - AL,-9.7389667,-36.5015847
RUSSAS - CE,-4.9354279,-37.9783838
CHA PRETA - AL,-9.255605,-36.298334
LENCOIS PAULISTA - SP,-22.6029897,-48.8031367
SERRA CAIADA - RN,-6.1070196,-35.7086685
BOM JARDIM - PE,-7.7962749,-35.5871139
JEQUIE - BA,-13.8604033,-40.0719627
BOMBINHAS - SC,-27.1519159,-48.4875691
ITAQUI - RS,-29.1222037,-56.5551258
ANORI - AM,-3.7435254,-61.6605203
AMELIA RODRIGUES - BA,-12.4015388,-38.7516971
CRISTOPOLIS - BA,-12.2349301,-44.4160811
OLHO D' AGUA DAS CUNHAS - MA,-4.140311,-45.1184685
NAZARE - BA,-13.0345586,-39.0062515
BALNEARIO GAIVOTA - SC,-29.1553098,-49.5808712
RIO PRETO DA EVA - AM,-2.6990647,-59.7012494
ITAGUARA - MG,-20.391389,-44.488055
CAMPO VERDE - MT,-15.5430787,-55.1590511
SALINAS DA MARGARIDA - BA,-12.8733508,-38.7593794
SERRITA - PE,-7.9476953,-39.2957383
BOTELHOS - MG,-21.6500058,-46.3947355
PARANACITY - PR,-22.9304971,-52.1523164
OURO VERDE DE MINAS - MG,-18.0695301,-41.272395
SANTA ADELIA - SP,-21.2432992,-48.8061481
CAMPO DO BRITO - SE,-10.7482965,-37.493777
ANTONIO OLINTO - PR,-25.9849006,-50.1974516
NAQUE - MG,-19.2271271,-42.3280185
CAJATI - SP,-24.7272376,-48.1077914
LUIS EDUARDO MAGALHA - BA,,
VARGINHA - MG,-21.5565914,-45.4340674
BRAGANEY - PR,-24.8179919,-53.118506
RESSAQUINHA - MG,-21.063056,-43.762778
ALVORADA DOESTE - RO,,
SERROLANDIA - BA,-11.4200011,-40.2974938
TAPEJARA - RS,-28.069233,-52.0117161
TUPARENDI - RS,-27.7622992,-54.4829323
VIDEIRA - SC,-27.00544,-51.1533733
MACAMBARA - RS,-29.144485,-56.067444
IGARAPAVA - SP,-20.0411748,-47.7476682
ESTRELA - RS,-29.5010545,-51.962226
PARACURU - CE,-3.41436,-39.030028
PARACATU - MG,-17.2174056,-46.8707514
IRECE - BA,-11.3034965,-41.8557929
CEDRO - CE,-6.6065382,-39.0599487
PARINTINS - AM,-2.6344567,-56.7319324
TRINDADE - DF,-15.8353226,-48.0521746
PARANAQUE - MG,,
RAPOSA - MA,-2.4410095,-44.1104256
MARECHAL DEODORO - AL,-9.709715,-35.896731
TAUA - CE,-6.0031372,-40.2947268
PIRASSUNUNGA - SP,-21.993173,-47.3333435
CANTANHEDE - MA,-3.6355005,-44.3778738
MATAO - SP,-21.6033611,-48.3660603
VARRE-SAI - RJ,-20.9311337,-41.8677946
QUIXERE - CE,-5.0742841,-37.9892825
ITACARE - BA,-14.2779427,-38.9955683
CABO DE SANTO AGOSTI - PE,,
JAIBA - MG,-15.3373744,-43.6734439
BADY BASSITT - SP,-20.9178969,-49.4517911
PALMITINHO - RS,-27.3553374,-53.5575968
SOBRADINHO - DF,-15.6500533,-47.7848449
CAPIVARI - SP,-22.9999295,-47.5031066
IGREJINHA - RS,-29.569318,-50.791894
PEDREIRAS - MA,-4.5687989,-44.6003029
GUANAMBI - BA,-14.223066,-42.779943
COSMOPOLIS - SP,-22.6437398,-47.1972086
SANTA CRUZ DO RIO PA - SP,,
OLIMPIA - SP,-20.736634,-48.910625
MARAU - BA,-14.103022,-39.0144322
PASSOS - MG,-20.7167803,-46.6156864
SANTO ANTONIO DO PLA - RS,,
ARRAIAS - TO,-12.9287788,-46.9437231
PRESIDENTE CASTELO B - PR,-23.2790844,-52.1528771
SAUDADE DO IGUACU - PR,-25.6915533,-52.6184857
CAICARA - RS,-27.2470588,-53.4443522
CARNAUBAL - CE,-4.1611842,-40.9412317
SOMBRIO - SC,-29.107985,-49.632776
RETIROLANDIA - BA,-11.4935873,-39.4245887
ALMIRANTE TAMANDARE - PR,-25.3133048,-49.2997838
LAGOA DA PRATA - MG,-20.022778,-45.5440462
JUIZ DE FORA - RJ,-22.9706978,-43.3346505
PLANALTINA - DF,-15.6181947,-47.6555703
IPAMERI - GO,-17.7215439,-48.158118
PARAI - RS,-28.5966772,-51.7851426
MACATUBA - SP,-22.50022,-48.710229
GUARACIABA DO NORTE - CE,-4.1632924,-40.7495985
FORQUILHA - CE,-3.799447,-40.263405
BARRA DO ROCHA - BA,-14.2090974,-39.6004395
ZE DOCA - MA,-3.270145,-45.655344
NOVO ALEGRE - TO,-12.915134,-46.5740939
RONCADOR - PR,-24.5960555,-52.2744834
POMBAL - PB,-6.7711315,-37.7988646
LARANJAL PAULISTA - SP,-23.0514764,-47.8370125
CAJAZEIRAS - PB,-6.8923694,-38.5592505
SAO DOMINGOS DO CAPI - PA,,
PRESIDENTE TANCREDO NEVES - BA,-13.4534907,-39.421209
OURO VERDE DE GOIAS - GO,-16.2181069,-49.194154
PENALVA - MA,-3.2881215,-45.1742086
CONCEICAO DO JACUIPE - BA,-12.326831,-38.768433
IBIRAIARAS - RS,-28.3705672,-51.6366969
ALUMINIO - SP,-23.5203479,-47.2575256
IPERO - SP,-23.3508977,-47.687611
ACAILANDIA - MA,-4.9515026,-47.500732
PORTO FRANCO - MA,-6.34149,-47.396188
ROLIM DE MOURA - RO,-11.727071,-61.771411
FERRAZ DE VASCONCELOS/ BIRITIB - SP,,
TIANGUA - CE,-3.7307332,-41.0004019
BARRA DO GUARITA - RS,-27.1888016,-53.7147086
VIGIA - PA,-0.8546027,-48.1432873
MAZAGAO - AP,-0.1160565,-51.2861759
SANTOS DUMONT - MG,-21.455867,-43.5522107
RIO PARANAIBA - MG,-19.1965275,-46.2411395
CAMPO MOURAO - PR,-24.046329,-52.37802
PINDARE MIRIM - MA,-3.6124457,-45.3404235
DIVINOPOLIS DO TOCANTINS - TO,-9.8015722,-49.2143531
TERRA NOVA DO NORTE - MT,-10.5995196,-55.1167029
NOVA ERA - MG,-19.766111,-43.036944
GUBIRUBA - SC,,
SANTALUZ - BA,-11.2505314,-39.3746617
SAO SEBASTIAO DA GRAMA - SP,-21.7118854,-46.8284162
RIO DE JANEIRO - MG,-17.9853228,-45.0560635
BOM JARDIM - RJ,-22.1515328,-42.4186683
PINHAO - PR,-25.6960895,-51.6566366
TRES CACHOEIRAS - RS,-29.4521243,-49.9190608
FLORIANO - PI,-6.7675739,-43.022261
SANTO ANTONIO DE POSSE - SP,-22.6053304,-46.9197291
ELISIO MEDRADO - BA,-12.9469824,-39.520431
NOVA SANTA RITA - RS,-29.8489972,-51.2764275
VALPARAISO DE GOIAS - DF,,
COARI - AM,-4.0885957,-63.1431166
ARARI - MA,-3.4547602,-44.7772723
TENENTE PORTELA - RS,-27.371058,-53.758484
SETOR O - DF,-15.7927804,-48.1249717
AXIXA - MA,-2.8379465,-44.0561053
AGUAI - SP,-22.0592036,-46.979384
SAO FELIPE - BA,-12.8413439,-39.0942048
LEOPOLDINA - MG,-21.5314282,-42.6403534
UBAJARA - CE,-3.8534468,-40.9185642
PARANATAMA - PE,-8.9198099,-36.6573512
JUCAS - CE,-6.5224934,-39.5247183
SANTA QUITERIA DO MARANHAO - MA,-3.3459824,-42.8980144
ATALAIA - AL,-9.5029595,-36.0219316
VIEIRAS - MG,-20.8651165,-42.2448518
CONCEICAO DO COITE - BA,-11.5110945,-39.2510362
TEUTONIA - RS,-29.4816568,-51.813752
RIACHO FUNDO I - DF,-15.8789899,-48.0237025
COXIM - MS,-18.504915,-54.7450251
CORUMBAIBA - GO,-18.1348982,-48.564223
JI-PARANA - RO,-10.8778148,-61.9277854
SANTA HELENA DE GOIAS - GO,-17.8115199,-50.5976641
IPANEMA - MG,-19.7999954,-41.7138807
PIRIPIRI - PI,-4.2732339,-41.7785173
MACHADINHO DO OESTE - RO,-10.1969864,-63.8229127
AREADO - MG,-21.3582771,-46.1476688
SANTO ANTONIO DO TAUA - PA,-1.1522,-48.131446
MUCAJAI - RR,2.4486084,-60.9199986
IACANGA - SP,-21.8928341,-49.0226082
BOA VISTA DO GURUPI - MA,-1.7981168,-46.3071882
ANAPOLIS - GO,-16.3332828,-48.9525756
GOVERNADOR PORTELA - RJ,-22.5380638,-43.5048318
RIO POMBA - MG,-21.275,-43.178889
EMBU-GUACU - SP,-23.8317997,-46.8156204
DOM SILVERIO - MG,-20.1631352,-42.9666824
GARCA - SP,-22.2125766,-49.6547994
RIACHAO DE RIACHAO - BA,-6.542279,-35.6479205
TRES PASSOS - RS,-27.4556106,-53.9294399
IRACEMAPOLIS - SP,-22.5869091,-47.5160966
ARARIPINA - PE,-7.5768582,-40.5038509
POMPEIA - SP,-22.1088293,-50.1720753
BOM JESUS DO ITABAPO - RJ,,
MONTE CARMELO - MG,-18.7260939,-47.4958859
ITATIAIA - RJ,-22.4955278,-44.5633108
ITAOCA - SP,-24.6409691,-48.8410159
CANTAGALO - RJ,-21.9815,-42.3645
BOM JESUS DO ARAGUAIA - MT,-12.1725897,-51.5074425
TAGUATINGA NORTE - DF,-15.8030646,-48.0676008
SAO MIGUEL DO ARAGUA - GO,,
SANTA CRUZ - RN,-6.224752,-36.019297
MIRACEMA DO TOCANTIN - TO,,
TANGARA DA SERRA - MT,-14.6213903,-57.4907268
BOA VISTA DO RAMOS - AM,-2.9716927,-57.5869819
ITUVERAVA - SP,-20.3366604,-47.7797924
TABAI - RS,-29.6877843,-51.7180847
CANITAR - SP,-23.0066616,-49.7840632
ARCOVERDE - PE,-8.4208643,-37.0547808
PEDRO AFONSO - TO,-8.9757351,-48.1733282
DOIS CORREGOS - SP,-22.3697554,-48.3845315
CURURUPU - MA,-1.824255,-44.872996
BOM JESUS - PB,-6.8154728,-38.6554684
ENCANTADO - RS,-29.2392716,-51.8744817
TAPERA - RS,-28.6262957,-52.8680873
CANGUARETAMA - RN,-6.3751942,-35.137463
UNIAO DA VITORIA - PR,-26.228596,-51.0869796
QUATIS - RJ,-22.4066444,-44.2577453
NOVA PETROPOLIS - RS,-29.3759836,-51.1123342
JAGUARARI - BA,-10.2575875,-40.1944363
FIRMINOPOLIS - GO,-16.5753264,-50.3011286
SANTO ANTONIO DE JESUS - BA,-12.9689361,-39.260914
RIO DE CONTAS - BA,-13.5803333,-41.8112152
BARAO DE COCAIS - MG,-19.9452437,-43.4870298
SAO JOAO BATISTA - SC,-27.277547,-48.8496101
FRANCISCO BELTRAO - PR,-26.0790979,-53.0533527
CONCEICAO DA FEIRA - BA,-12.5013001,-39.0002166
MONTENEGRO - RS,-29.6826112,-51.4687455
CRUZ DAS ALMAS - BA,-12.6722649,-39.1053665
CAMPO BOM - RS,-29.678418,-51.0572268
RODEIO - SC,-26.9233304,-49.3685354
MACHADINHO DO OESTE - RO,-10.1969864,-63.8229127
TARAUACA - AC,-8.1602019,-70.7665368
ELDORADO - SP,-24.522583,-48.1093489
LAJE - BA,-13.1809956,-39.4222968
SAPUCAIA - PA,-6.9411006,-49.6991328
MUCUGE - BA,-13.0053,-41.370271
PRESIDENTE MEDICI - RO,-11.1686638,-61.9057627
ITABELA - BA,-16.5742292,-39.5619193
PALMEIRA DO PIAUI - PI,-8.7251991,-44.2356922
SAO JOSE DA LAPA - MG,-19.6988548,-43.9583194
DATAS - MG,-18.4459187,-43.6584287
SAO GONCALO DOS CAMP - BA,,
NOVA RESENDE - MG,-21.1263862,-46.424537
BAIXA GRANDE - BA,-11.9630941,-40.1657537
MARIALVA - PR,-23.4820987,-51.795788
PARANAPUA - SP,-20.1033995,-50.5858761
PAULO RAMOS - MA,-4.4491095,-45.2420345
INGAZEIRA - PE,-7.6773108,-37.4598895
HERVAL DOESTE - SC,-26.9258311,-49.1226377
MIGUEL PEREIRA - RJ,-22.4539417,-43.4691978
PAICANDU - PR,-23.4575884,-52.048988
RIO DE JANEIRO/ JACAREPAGUA - RJ,-22.9609445,-43.3878661
CANDEIAS - BA,-12.6693806,-38.5406462
CARAPEBUS - RJ,-22.1869969,-41.6633764
LADAINHA - MG,-17.627754,-41.738196
TRES CORACOES - MG,-21.695625,-45.2543675
AGUDOS - SP,-22.4719836,-48.9884476
ESPIGAO DO OESTE - RO,-11.6322685,-61.203669
SANTO ANTONIO DE GOI - GO,,
JOAO MONLEVADE - MG,-19.809444,-43.173334
CHAPADAO DO SUL - MS,-18.7949051,-52.6199512
PARELHAS - RN,-6.691369,-36.6584475
ANGULO - PR,-23.1958345,-51.9094976
MACAPARANA - PE,-7.555638,-35.44246
MORRINHOS - CE,-3.2275749,-40.1280783
PARANAIBA - MS,-19.6751971,-51.1874986
SARANDI - PR,-23.444117,-51.876016
COCAL DO SUL - SC,-28.6007346,-49.3248697
JABOTICATUBAS - MG,-19.521667,-43.745277
GOIAS - GO,-15.9323662,-50.1392928
PASTOS BONS - MA,-6.6013999,-44.0878124
JACOBINA - BA,-11.1851561,-40.5112434
CASCAVEL - CE,-4.129666,-38.241178
ITAPIRANGA - AM,-2.7461205,-58.025377
ARACATI - CE,-4.558259,-37.767894
CAPANEMA - PA,-1.1933054,-47.1828679
SANTA RITA DE CASSIA - BA,-11.0013969,-44.5209684
XANXERE - SC,-26.8748603,-52.4035964
CORDISBURGO - MG,-19.125834,-44.320278
BRASILIA DE MINAS - MG,-16.2075114,-44.430559
XAXIM - SC,-26.9605363,-52.5335505
MURIAE - MG,-21.1313485,-42.3628918
SOBRADINHO - BA,-9.469775,-40.7957473
ENGENHEIRO CALDAS - MG,-19.201389,-42.046944
JABOTICATUBAS-MG - MG,-19.5684792,-43.766954
AGRICOLANDIA - PI,-5.7687564,-42.6721624
CARLOS CHAGAS - MG,-17.7030797,-40.7632936
CAMPO MAGRO - PR,-25.3691533,-49.4496921
CORNELIO PROCOPIO - PR,-23.1825218,-50.6499263
NOVA IBIA - BA,-13.8102566,-39.624783
SANTO AMARO DA IMPER - SC,,
BOM PRINCIPIO - RS,-29.489788,-51.3566782
RESPLENDOR - MG,-19.3254413,-41.2554622
PAPAGAIOS - MG,-19.4487775,-44.7478694
BELEM - PB,-6.6967586,-35.5369626
COMODORO - MT,-13.695976,-60.6996614
PIMENTA BUENO - RO,-11.6767868,-61.1863902
INHUMAS - GO,-16.3610569,-49.500111
CAMPOS ALTOS - MG,-19.696389,-46.171389
SANTA ROSA DO SUL - SC,-29.1354955,-49.7154188
BANANAL - SP,-22.6820178,-44.3221805
NOSSA SENHORA DAS DO - SE,-22.7046,-42.865
TAMANDARE - PE,-8.7500009,-35.1045787
MONTEIRO - PB,-7.8920179,-37.1232051
QUIRINOPOLIS - GO,-18.4471859,-50.4546981
PEDRA BELA - SP,-22.7950193,-46.4431811
LAGOA SECA - PB,-7.157099,-35.8542023
SANTA TEREZA DO OESTE - PR,-25.0511956,-53.6161834
JANAUBA MG - MG,-15.8103735,-43.3052119
EXTREMOZ - RN,-5.7057628,-35.3034765
UNIAO DE MINAS - MG,-19.5296289,-50.3317301
GASPAR - SC,-26.9307306,-48.9566824
ICONHA - ES,-20.7935003,-40.8108852
SILVA JARDIM - RJ,-22.6509706,-42.3947353
BARRO ALTO - GO,-14.9696025,-48.9190985
BOITUVA - SP,-23.2838893,-47.6738231
MARECHAL CANDIDO RONDON - PR,-24.5582532,-54.0587821
DELMIRO GOUVEIA - AL,-9.3841161,-37.997756
SAO FELIX DO ARAGUAIA - MT,-11.6170646,-50.6667246
ITAITUBA - PA,-4.2625218,-55.9878139
MARATAIZES - ES,-21.0443673,-40.8272204
CAPAO DO LEAO - RS,-31.766133,-52.5013148
PAO DE ACUCAR - AL,-9.7496551,-37.4329891
ESPUMOSO - RS,-28.731201,-52.841286
CANUDOS - BA,-9.8947939,-39.0274356
PILAR - AL,-9.6016711,-35.9511275
TOBIAS BARRETO - SE,-11.1878721,-38.0030397
CHARQUEADAS - RS,-29.9549088,-51.6249534
CABREUVA - SP,-23.3076663,-47.1324726
FORTIM - CE,-4.451256,-37.798056
JAGUARI - RS,-29.4980313,-54.6919404
SALVADOR BA - BA,-12.9822499,-38.4812772
MORRO DO CHAPEU - BA,-11.5500293,-41.1570248
LIVRAMENTO DE NOSSA - BA,-13.6489962,-41.8402691
SAO SEBASTIAO DO PAS - BA,,
IBITIRAMA - ES,-20.5394377,-41.6644451
ARIQUEMES - RO,-9.9076522,-63.033069
SAO JOAO DO OESTE - SC,-27.0981223,-53.5931508
VACARIA - RS,-28.5102901,-50.9356044
PRAIA GRANDE - SC,-29.1967451,-49.9491133
SAO JOAO DEL REI - MG,-21.1335755,-44.2588086
PINHEIRO - MA,-2.5270459,-45.0866463
ITARANA - ES,-19.8748185,-40.8762716
CASA BRANCA - SP,-21.7743137,-47.0852175
NOVA MAMORE - RO,-10.4104864,-65.3313761
CONCEICAO DO MATO DENTRO - MG,-19.037222,-43.425278
MARA ROSA - GO,-14.0148159,-49.1776521
CARMO DO CAJURU - MG,-20.184444,-44.770834
JACUPIRANGA - SP,-24.6945594,-48.0024027
RIO DE JANEIRO - AC,-22.9110137,-43.2093727
MANDAGUARI - PR,-23.5224849,-51.6787511
LAJEDO - PE,-8.657914,-36.329336
JUTI - MS,-22.8611994,-54.604793
ITINGA DO MARANHAO - MA,-4.452925,-47.5253727
PENHA - SC,-26.775418,-48.6465251
ALVARES MACHADO - SP,-22.076415,-51.47224
GOVERNADOR NEWTON BE - MA,-3.4285914,-45.6714297
ALTO PARAISO DE GOIAS - GO,-14.1304779,-47.5100161
JEQUIA DA PRAIA - AL,-10.0092595,-36.0232787
URUCUI - PI,-7.797,-44.5748709
LAVRINHAS - SP,-22.570047,-44.902359
CAPELA - SE,-10.50494,-37.0552566
ENTRE- IJUIS - RS,-28.361628,-54.2670019
ALTO GARCAS - MT,-16.9469683,-53.529427
DENISE - MT,-14.7292165,-57.0482981
PIRENOPOLIS - GO,-15.8501619,-48.957317
AREAL - RJ,-22.2314922,-43.1056264
CAMBARA DO SUL - RS,-29.0489517,-50.145412
JOACABA - SC,-27.1737204,-51.5065214
JAICOS - PI,-7.3584791,-41.1446059
